country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count
Australia,AUS,Oceania,25499881,cases,101,2020-17,1.533,6713
Australia,AUS,Oceania,25499881,cases,88,2020-18,0.741,6801
Australia,AUS,Oceania,25499881,cases,140,2020-19,0.894,6941
Australia,AUS,Oceania,25499881,cases,104,2020-20,0.957,7045
Australia,AUS,Oceania,25499881,cases,64,2020-21,0.659,7109
Australia,AUS,Oceania,25499881,cases,86,2020-22,0.588,7195
Australia,AUS,Oceania,25499881,cases,65,2020-23,0.592,7260
Australia,AUS,Oceania,25499881,cases,60,2020-24,0.49,7320
Australia,AUS,Oceania,25499881,cases,141,2020-25,0.788,7461
Australia,AUS,Oceania,25499881,cases,225,2020-26,1.435,7686
Australia,AUS,Oceania,25499881,cases,763,2020-27,3.875,8449
Australia,AUS,Oceania,25499881,cases,1348,2020-28,8.278,9797
Australia,AUS,Oceania,25499881,cases,2005,2020-29,13.149,11802
Australia,AUS,Oceania,25499881,cases,2601,2020-30,18.063,14403
Australia,AUS,Oceania,25499881,cases,3520,2020-31,24.004,17923
Australia,AUS,Oceania,25499881,cases,3161,2020-32,26.2,21084
Australia,AUS,Oceania,25499881,cases,2204,2020-33,21.039,23288
Australia,AUS,Oceania,25499881,cases,1524,2020-34,14.62,24812
Australia,AUS,Oceania,25499881,cases,858,2020-35,9.341,25670
Australia,AUS,Oceania,25499881,cases,609,2020-36,5.753,26279
Australia,AUS,Oceania,25499881,cases,372,2020-37,3.847,26651
Australia,AUS,Oceania,25499881,cases,247,2020-38,2.427,26898
Australia,AUS,Oceania,25499881,cases,142,2020-39,1.525,27040
Australia,AUS,Oceania,25499881,cases,96,2020-40,0.933,27136
Australia,AUS,Oceania,25499881,cases,128,2020-41,0.878,27264
Australia,AUS,Oceania,25499881,cases,126,2020-42,0.996,27390
Australia,AUS,Oceania,25499881,cases,130,2020-43,1.004,27520
Australia,AUS,Oceania,25499881,cases,75,2020-44,0.804,27595
Australia,AUS,Oceania,25499881,cases,63,2020-45,0.541,27658
Australia,AUS,Oceania,25499881,cases,67,2020-46,0.51,27725
Australia,AUS,Oceania,25499881,cases,96,2020-47,0.639,27821
Australia,AUS,Oceania,25499881,cases,72,2020-48,0.659,27893
Australia,AUS,Oceania,25499881,cases,72,2020-49,0.565,27965
Australia,AUS,Oceania,25499881,cases,66,2020-50,0.541,28031
Australia,AUS,Oceania,25499881,cases,167,2020-51,0.914,28198
Australia,AUS,Oceania,25499881,cases,114,2020-52,1.102,28312
Australia,AUS,Oceania,25499881,cases,192,2020-53,1.2,28504
Australia,AUS,Oceania,25499881,cases,110,2021-01,1.184,28614
Australia,AUS,Oceania,25499881,cases,94,2021-02,0.8,28708
Australia,AUS,Oceania,25499881,cases,58,2021-03,0.596,28766
Australia,AUS,Oceania,25499881,cases,52,2021-04,0.431,28818
Australia,AUS,Oceania,25499881,cases,32,2021-05,0.329,28850
Australia,AUS,Oceania,25499881,cases,50,2021-06,0.322,28900
Australia,AUS,Oceania,25499881,cases,30,2021-07,0.314,28930
Australia,AUS,Oceania,25499881,cases,40,2021-08,0.275,28970
Australia,AUS,Oceania,25499881,cases,67,2021-09,0.42,29037
Australia,AUS,Oceania,25499881,cases,80,2021-10,0.576,29117
Australia,AUS,Oceania,25499881,cases,89,2021-11,0.663,29206
Australia,AUS,Oceania,25499881,cases,54,2021-12,0.561,29260
Australia,AUS,Oceania,25499881,cases,88,2021-13,0.557,29348
Australia,AUS,Oceania,25499881,cases,57,2021-14,0.569,29405
Australia,AUS,Oceania,25499881,cases,114,2021-15,0.671,29519
Australia,AUS,Oceania,25499881,deaths,0,2020-01,,0
Australia,AUS,Oceania,25499881,deaths,0,2020-02,0,0
Australia,AUS,Oceania,25499881,deaths,0,2020-03,0,0
Australia,AUS,Oceania,25499881,deaths,0,2020-04,0,0
Australia,AUS,Oceania,25499881,deaths,0,2020-05,0,0
Australia,AUS,Oceania,25499881,deaths,0,2020-06,0,0
Australia,AUS,Oceania,25499881,deaths,0,2020-07,0,0
Australia,AUS,Oceania,25499881,deaths,0,2020-08,0,0
Australia,AUS,Oceania,25499881,deaths,1,2020-09,0.039,1
Australia,AUS,Oceania,25499881,deaths,2,2020-10,0.118,3
Australia,AUS,Oceania,25499881,deaths,2,2020-11,0.157,5
Australia,AUS,Oceania,25499881,deaths,2,2020-12,0.157,7
Australia,AUS,Oceania,25499881,deaths,9,2020-13,0.431,16
Australia,AUS,Oceania,25499881,deaths,20,2020-14,1.137,36
Australia,AUS,Oceania,25499881,deaths,25,2020-15,1.765,61
Australia,AUS,Oceania,25499881,deaths,9,2020-16,1.333,70
Australia,AUS,Oceania,25499881,deaths,13,2020-17,0.863,83
Australia,AUS,Oceania,25499881,deaths,12,2020-18,0.98,95
Australia,AUS,Oceania,25499881,deaths,2,2020-19,0.549,97
Australia,AUS,Oceania,25499881,deaths,1,2020-20,0.118,98
Australia,AUS,Oceania,25499881,deaths,4,2020-21,0.196,102
Australia,AUS,Oceania,25499881,deaths,0,2020-22,0.157,102
Australia,AUS,Oceania,25499881,deaths,0,2020-23,0,102
Australia,AUS,Oceania,25499881,deaths,0,2020-24,0,102
Australia,AUS,Oceania,25499881,deaths,0,2020-25,0,102
Australia,AUS,Oceania,25499881,deaths,2,2020-26,0.078,104
Australia,AUS,Oceania,25499881,deaths,0,2020-27,0.078,104
Australia,AUS,Oceania,25499881,deaths,4,2020-28,0.157,108
Australia,AUS,Oceania,25499881,deaths,14,2020-29,0.706,122
Australia,AUS,Oceania,25499881,deaths,33,2020-30,1.843,155
Australia,AUS,Oceania,25499881,deaths,53,2020-31,3.373,208
Australia,AUS,Oceania,25499881,deaths,87,2020-32,5.49,295
Australia,AUS,Oceania,25499881,deaths,101,2020-33,7.373,396
Australia,AUS,Oceania,25499881,deaths,106,2020-34,8.118,502
Australia,AUS,Oceania,25499881,deaths,109,2020-35,8.431,611
Australia,AUS,Oceania,25499881,deaths,142,2020-36,9.843,753
Australia,AUS,Oceania,25499881,deaths,57,2020-37,7.804,810
Australia,AUS,Oceania,25499881,deaths,39,2020-38,3.765,849
Australia,AUS,Oceania,25499881,deaths,23,2020-39,2.431,872
Australia,AUS,Oceania,25499881,deaths,22,2020-40,1.765,894
Australia,AUS,Oceania,25499881,deaths,4,2020-41,1.02,898
Australia,AUS,Oceania,25499881,deaths,6,2020-42,0.392,904
Australia,AUS,Oceania,25499881,deaths,1,2020-43,0.275,905
Australia,AUS,Oceania,25499881,deaths,2,2020-44,0.118,907
Australia,AUS,Oceania,25499881,deaths,0,2020-45,0.078,907
Australia,AUS,Oceania,25499881,deaths,0,2020-46,0,907
Australia,AUS,Oceania,25499881,deaths,0,2020-47,0,907
Australia,AUS,Oceania,25499881,deaths,0,2020-48,0,907
Australia,AUS,Oceania,25499881,deaths,1,2020-49,0.039,908
Australia,AUS,Oceania,25499881,deaths,0,2020-50,0.039,908
Australia,AUS,Oceania,25499881,deaths,0,2020-51,0,908
Australia,AUS,Oceania,25499881,deaths,0,2020-52,0,908
Australia,AUS,Oceania,25499881,deaths,1,2020-53,0.039,909
Australia,AUS,Oceania,25499881,deaths,0,2021-01,0.039,909
Australia,AUS,Oceania,25499881,deaths,0,2021-02,0,909
Australia,AUS,Oceania,25499881,deaths,0,2021-03,0,909
Australia,AUS,Oceania,25499881,deaths,0,2021-04,0,909
Australia,AUS,Oceania,25499881,deaths,0,2021-05,0,909
Australia,AUS,Oceania,25499881,deaths,0,2021-06,0,909
Australia,AUS,Oceania,25499881,deaths,0,2021-07,0,909
Australia,AUS,Oceania,25499881,deaths,0,2021-08,0,909
Australia,AUS,Oceania,25499881,deaths,0,2021-09,0,909
Australia,AUS,Oceania,25499881,deaths,0,2021-10,0,909
Australia,AUS,Oceania,25499881,deaths,0,2021-11,0,909
Australia,AUS,Oceania,25499881,deaths,0,2021-12,0,909
Australia,AUS,Oceania,25499881,deaths,0,2021-13,0,909
Australia,AUS,Oceania,25499881,deaths,0,2021-14,0,909
Australia,AUS,Oceania,25499881,deaths,1,2021-15,0.039,910
Austria,AUT,Europe,8901064,cases,0,2020-01,,0
Austria,AUT,Europe,8901064,cases,0,2020-02,0,0
Austria,AUT,Europe,8901064,cases,0,2020-03,0,0
Austria,AUT,Europe,8901064,cases,0,2020-04,0,0
Austria,AUT,Europe,8901064,cases,0,2020-05,0,0
Austria,AUT,Europe,8901064,cases,0,2020-06,0,0
Austria,AUT,Europe,8901064,cases,0,2020-07,0,0
Austria,AUT,Europe,8901064,cases,0,2020-08,0,0
Austria,AUT,Europe,8901064,cases,14,2020-09,0.157,14
Austria,AUT,Europe,8901064,cases,88,2020-10,1.146,102
Austria,AUT,Europe,8901064,cases,758,2020-11,9.504,860
Austria,AUT,Europe,8901064,cases,2771,2020-12,39.647,3631
Austria,AUT,Europe,8901064,cases,5182,2020-13,89.349,8813
Austria,AUT,Europe,8901064,cases,3170,2020-14,93.831,11983
Austria,AUT,Europe,8901064,cases,1954,2020-15,57.566,13937
Austria,AUT,Europe,8901064,cases,773,2020-16,30.637,14710
Austria,AUT,Europe,8901064,cases,479,2020-17,14.066,15189
Austria,AUT,Europe,8901064,cases,349,2020-18,9.302,15538
Austria,AUT,Europe,8901064,cases,249,2020-19,6.718,15787
Austria,AUT,Europe,8901064,cases,367,2020-20,6.921,16154
Austria,AUT,Europe,8901064,cases,285,2020-21,7.325,16439
Austria,AUT,Europe,8901064,cases,203,2020-22,5.482,16642
Austria,AUT,Europe,8901064,cases,226,2020-23,4.82,16868
Austria,AUT,Europe,8901064,cases,170,2020-24,4.449,17038
Austria,AUT,Europe,8901064,cases,247,2020-25,4.685,17285
Austria,AUT,Europe,8901064,cases,340,2020-26,6.595,17625
Austria,AUT,Europe,8901064,cases,644,2020-27,11.055,18269
Austria,AUT,Europe,8901064,cases,578,2020-28,13.729,18847
Austria,AUT,Europe,8901064,cases,724,2020-29,14.627,19571
Austria,AUT,Europe,8901064,cases,915,2020-30,18.414,20486
Austria,AUT,Europe,8901064,cases,823,2020-31,19.526,21309
Austria,AUT,Europe,8901064,cases,702,2020-32,17.133,22011
Austria,AUT,Europe,8901064,cases,1362,2020-33,23.188,23373
Austria,AUT,Europe,8901064,cases,1866,2020-34,36.265,25239
Austria,AUT,Europe,8901064,cases,1979,2020-35,43.197,27218
Austria,AUT,Europe,8901064,cases,1976,2020-36,44.433,29194
Austria,AUT,Europe,8901064,cases,4141,2020-37,68.722,33335
Austria,AUT,Europe,8901064,cases,5222,2020-38,105.19,38557
Austria,AUT,Europe,8901064,cases,4909,2020-39,113.818,43466
Austria,AUT,Europe,8901064,cases,5152,2020-40,113.031,48618
Austria,AUT,Europe,8901064,cases,7365,2020-41,140.624,55983
Austria,AUT,Europe,8901064,cases,9574,2020-42,190.303,65557
Austria,AUT,Europe,8901064,cases,16979,2020-43,298.313,82536
Austria,AUT,Europe,8901064,cases,28574,2020-44,511.77,111110
Austria,AUT,Europe,8901064,cases,41398,2020-45,786.108,152508
Austria,AUT,Europe,8901064,cases,50986,2020-46,1037.898,203494
Austria,AUT,Europe,8901064,cases,42630,2020-47,1051.739,246124
Austria,AUT,Europe,8901064,cases,32058,2020-48,839.091,278182
Austria,AUT,Europe,8901064,cases,22794,2020-49,616.241,300976
Austria,AUT,Europe,8901064,cases,19060,2020-50,470.213,320036
Austria,AUT,Europe,8901064,cases,16186,2020-51,395.975,336222
Austria,AUT,Europe,8901064,cases,15164,2020-52,352.205,351386
Austria,AUT,Europe,8901064,cases,13188,2020-53,318.524,364574
Austria,AUT,Europe,8901064,cases,15133,2021-01,318.175,379707
Austria,AUT,Europe,8901064,cases,11406,2021-02,298.155,391113
Austria,AUT,Europe,8901064,cases,10421,2021-03,245.218,401534
Austria,AUT,Europe,8901064,cases,9451,2021-04,223.254,410985
Austria,AUT,Europe,8901064,cases,10467,2021-05,223.771,421452
Austria,AUT,Europe,8901064,cases,8442,2021-06,212.435,429894
Austria,AUT,Europe,8901064,cases,11848,2021-07,227.95,441742
Austria,AUT,Europe,8901064,cases,14370,2021-08,294.549,456112
Austria,AUT,Europe,8901064,cases,15708,2021-09,337.915,471820
Austria,AUT,Europe,8901064,cases,18851,2021-10,388.257,490671
Austria,AUT,Europe,8901064,cases,20991,2021-11,447.609,511662
Austria,AUT,Europe,8901064,cases,21849,2021-12,481.291,533511
Austria,AUT,Europe,8901064,cases,21900,2021-13,491.503,555411
Austria,AUT,Europe,8901064,cases,18533,2021-14,454.249,573944
Austria,AUT,Europe,8901064,cases,16316,2021-15,391.515,590260
Austria,AUT,Europe,8901064,deaths,0,2020-01,,0
Austria,AUT,Europe,8901064,deaths,0,2020-02,0,0
Austria,AUT,Europe,8901064,deaths,0,2020-03,0,0
Austria,AUT,Europe,8901064,deaths,0,2020-04,0,0
Austria,AUT,Europe,8901064,deaths,0,2020-05,0,0
Austria,AUT,Europe,8901064,deaths,0,2020-06,0,0
Austria,AUT,Europe,8901064,deaths,0,2020-07,0,0
Austria,AUT,Europe,8901064,deaths,0,2020-08,0,0
Austria,AUT,Europe,8901064,deaths,0,2020-09,0,0
Austria,AUT,Europe,8901064,deaths,0,2020-10,0,0
Austria,AUT,Europe,8901064,deaths,1,2020-11,0.112,1
Austria,AUT,Europe,8901064,deaths,15,2020-12,1.798,16
Austria,AUT,Europe,8901064,deaths,70,2020-13,9.549,86
Austria,AUT,Europe,8901064,deaths,118,2020-14,21.121,204
Austria,AUT,Europe,8901064,deaths,146,2020-15,29.659,350
Austria,AUT,Europe,8901064,deaths,102,2020-16,27.862,452
Austria,AUT,Europe,8901064,deaths,90,2020-17,21.57,542
Austria,AUT,Europe,8901064,deaths,56,2020-18,16.403,598
Austria,AUT,Europe,8901064,deaths,20,2020-19,8.538,618
Austria,AUT,Europe,8901064,deaths,11,2020-20,3.483,629
Austria,AUT,Europe,8901064,deaths,11,2020-21,2.472,640
Austria,AUT,Europe,8901064,deaths,28,2020-22,4.381,668
Austria,AUT,Europe,8901064,deaths,4,2020-23,3.595,672
Austria,AUT,Europe,8901064,deaths,5,2020-24,1.011,677
Austria,AUT,Europe,8901064,deaths,13,2020-25,2.022,690
Austria,AUT,Europe,8901064,deaths,12,2020-26,2.809,702
Austria,AUT,Europe,8901064,deaths,4,2020-27,1.798,706
Austria,AUT,Europe,8901064,deaths,2,2020-28,0.674,708
Austria,AUT,Europe,8901064,deaths,2,2020-29,0.449,710
Austria,AUT,Europe,8901064,deaths,2,2020-30,0.449,712
Austria,AUT,Europe,8901064,deaths,6,2020-31,0.899,718
Austria,AUT,Europe,8901064,deaths,3,2020-32,1.011,721
Austria,AUT,Europe,8901064,deaths,7,2020-33,1.123,728
Austria,AUT,Europe,8901064,deaths,4,2020-34,1.236,732
Austria,AUT,Europe,8901064,deaths,1,2020-35,0.562,733
Austria,AUT,Europe,8901064,deaths,3,2020-36,0.449,736
Austria,AUT,Europe,8901064,deaths,20,2020-37,2.584,756
Austria,AUT,Europe,8901064,deaths,10,2020-38,3.37,766
Austria,AUT,Europe,8901064,deaths,21,2020-39,3.483,787
Austria,AUT,Europe,8901064,deaths,26,2020-40,5.28,813
Austria,AUT,Europe,8901064,deaths,51,2020-41,8.651,864
Austria,AUT,Europe,8901064,deaths,46,2020-42,10.898,910
Austria,AUT,Europe,8901064,deaths,74,2020-43,13.482,984
Austria,AUT,Europe,8901064,deaths,130,2020-44,22.919,1114
Austria,AUT,Europe,8901064,deaths,221,2020-45,39.433,1335
Austria,AUT,Europe,8901064,deaths,344,2020-46,63.476,1679
Austria,AUT,Europe,8901064,deaths,520,2020-47,97.067,2199
Austria,AUT,Europe,8901064,deaths,705,2020-48,137.624,2904
Austria,AUT,Europe,8901064,deaths,828,2020-49,172.227,3732
Austria,AUT,Europe,8901064,deaths,668,2020-50,168.07,4400
Austria,AUT,Europe,8901064,deaths,816,2020-51,166.722,5216
Austria,AUT,Europe,8901064,deaths,656,2020-52,165.373,5872
Austria,AUT,Europe,8901064,deaths,381,2020-53,116.503,6253
Austria,AUT,Europe,8901064,deaths,378,2021-01,85.271,6631
Austria,AUT,Europe,8901064,deaths,383,2021-02,85.495,7014
Austria,AUT,Europe,8901064,deaths,348,2021-03,82.125,7362
Austria,AUT,Europe,8901064,deaths,291,2021-04,71.789,7653
Austria,AUT,Europe,8901064,deaths,287,2021-05,64.936,7940
Austria,AUT,Europe,8901064,deaths,161,2021-06,50.331,8101
Austria,AUT,Europe,8901064,deaths,157,2021-07,35.726,8258
Austria,AUT,Europe,8901064,deaths,156,2021-08,35.164,8414
Austria,AUT,Europe,8901064,deaths,124,2021-09,31.457,8538
Austria,AUT,Europe,8901064,deaths,131,2021-10,28.648,8669
Austria,AUT,Europe,8901064,deaths,167,2021-11,33.479,8836
Austria,AUT,Europe,8901064,deaths,170,2021-12,37.861,9006
Austria,AUT,Europe,8901064,deaths,183,2021-13,39.658,9189
Austria,AUT,Europe,8901064,deaths,222,2021-14,45.5,9411
Austria,AUT,Europe,8901064,deaths,239,2021-15,51.792,9650
Brazil,BRA,America,212559409,cases,0,2020-01,,0
Brazil,BRA,America,212559409,cases,0,2020-02,0,0
Brazil,BRA,America,212559409,cases,0,2020-03,0,0
Brazil,BRA,America,212559409,cases,0,2020-04,0,0
Brazil,BRA,America,212559409,cases,0,2020-05,0,0
Brazil,BRA,America,212559409,cases,0,2020-06,0,0
Brazil,BRA,America,212559409,cases,0,2020-07,0,0
Brazil,BRA,America,212559409,cases,0,2020-08,0,0
Brazil,BRA,America,212559409,cases,2,2020-09,0.001,2
Brazil,BRA,America,212559409,cases,23,2020-10,0.012,25
Brazil,BRA,America,212559409,cases,175,2020-11,0.093,200
Brazil,BRA,America,212559409,cases,1346,2020-12,0.716,1546
Brazil,BRA,America,212559409,cases,2710,2020-13,1.908,4256
Brazil,BRA,America,212559409,cases,6874,2020-14,4.509,11130
Brazil,BRA,America,212559409,cases,11039,2020-15,8.427,22169
Brazil,BRA,America,212559409,cases,16485,2020-16,12.949,38654
Brazil,BRA,America,212559409,cases,23234,2020-17,18.686,61888
Brazil,BRA,America,212559409,cases,39259,2020-18,29.4,101147
Brazil,BRA,America,212559409,cases,61552,2020-19,47.427,162699
Brazil,BRA,America,212559409,cases,78381,2020-20,65.832,241080
Brazil,BRA,America,212559409,cases,122131,2020-21,94.332,363211
Brazil,BRA,America,212559409,cases,151638,2020-22,128.796,514849
Brazil,BRA,America,212559409,cases,176909,2020-23,154.567,691758
Brazil,BRA,America,212559409,cases,175866,2020-24,165.965,867624
Brazil,BRA,America,212559409,cases,217414,2020-25,185.021,1085038
Brazil,BRA,America,212559409,cases,259105,2020-26,224.182,1344143
Brazil,BRA,America,212559409,cases,258912,2020-27,243.705,1603055
Brazil,BRA,America,212559409,cases,261626,2020-28,244.891,1864681
Brazil,BRA,America,212559409,cases,233708,2020-29,233.033,2098389
Brazil,BRA,America,212559409,cases,320702,2020-30,260.826,2419091
Brazil,BRA,America,212559409,cases,314586,2020-31,298.876,2733677
Brazil,BRA,America,212559409,cases,301745,2020-32,289.957,3035422
Brazil,BRA,America,212559409,cases,304775,2020-33,285.341,3340197
Brazil,BRA,America,212559409,cases,265586,2020-34,268.33,3605783
Brazil,BRA,America,212559409,cases,256528,2020-35,245.632,3862311
